label,paragraph
Academics,"Whether you’re a seasoned professional looking to expand your skills, a college undergraduate exploring your options, or anything in between, the UC Berkeley Graduate School of Journalism can help you succeed."
Academics,"A two-year course of study widely admired by industry leaders, our MJ program graduates informed journalists of uncommon skill, tenacity and vision, prepared to thrive in a dynamic and evolving professional landscape."
Academics,"Even if you don’t plan to be a journalist, the ability for undergraduate students to communicate persuasively and engagingly across a variety of media platforms has never been more important. This hands-on program runs two consecutive six-week summer sessions and offers a real-world opportunity to develop your communication skills."
Academics,"Berkeley Advanced Media Institute is the leading professional development program specializing in digital media training for journalists, educators, communication specialists, freelance content creators and business leaders."
Academics,"The Media Studies major integrates perspectives from liberal arts, social sciences, and humanities and offers an interdisciplinary framework to understand the essential role that media plays in economic, social, political, and cultural life. It weds traditions from communication, history, anthropology, sociology, and political science with critical theories and cultural studies to analyze the role and meaning of media in our societies. Our emphasis in this major is historical and theoretical, examining media systems, institutions, technologies, policies, and practices. We offer students the analytical tools available to investigate media—old and new, local and global—from textual to visual and digital cultures, and from TV to Film and social media. The Media Studies major offers three areas of concentration: Digital Studies, Global Cultural Studies, or Media Law and Policy."
Academics,Must have a minimum grade point average (GPA) of 3.2 in courses relevant to the major. This includes the lower division prerequisite courses and the equivalency of transferred coursework as well as any lower or upper division courses already completed for the major.
Academics,"When applying to the major, students will need to note their area of concentration–Digital Studies, Global Cultural Studies, or Media Law & Policy–on their application. See the Major Requirements tab for areas of concentration information."
Academics,"To be admitted to the honors program, a student must have attained at least a 3.5 grade-point average (GPA) overall in the University and a 3.5 GPA in the major. In order to be granted honors, a student must write a thesis which in the judgment of the thesis adviser is characterized by superior distinction. The honors program includes two courses: MEDIAST H194 and MEDIAST H195. For further information on the honors program, please see theprogram's website."
Academics,"The Media Studies major at the University of California, Berkeley is an undergraduate interdisciplinary group major in the Office of Undergraduate and Interdisciplinary Studies (UGIS). We offer students the analytical tools available to examine media—old and new, local, regional and global—including media consumption and meaning-making processes. Courses taught by core faculty in Media Studies cover media history and theory, emphasizing media systems, institutions, policies, and practices. Additionally, faculty from many departments across campus bring the perspectives and methods of their fields to bear on media analysis in a variety of elective courses."
Academics,"Terms offered: Summer 2023 8 Week Session, Fall 2022, Summer 2022 8 Week Session
The objective of this class is to enhance students' knowledge of media's industrial and cultural functions by introducing them to key perspectives and methods of study that stress a) how media systems have and continue to develop in the United States and across the globe as well as b) how we use and make meaning with media as part of our everyday lived experiences. To consider media's social, economic, political, and cultural impact, the course will investigate a number of ways of understanding its production, form, reception, and influence, being careful to recognize how these approaches relate to each other and to a wide array of diverse case studies in television, film, recorded music, print, video games, and online. Introduction to Media Studies: Read More [+]"
Academics,"Terms offered: Fall 2022, Fall 2021, Fall 2020
This course is designed to guide you through the preliminary steps and stages of writing a successful honors thesis. The course will assist you in writing appropriate research questions and research proposals as well as developing strategies for taking useful notes and summarizing relevant scholarship. We will review relevant quantitative and qualitative research methods used in Media Studies as a means of helping you identifying the most appropriate research method(s) to answer your research question(s). The course culminates in the completion of the literature review for your honors thesis. Successful completion of Media Studies H194 (or instructor permission) is a prerequisite for Media Studies H195. Honors Thesis Preparation: Read More [+]"
Academics,"With an online bachelor's degree in communication you'll have the opportunity to pursue a multitude of career options. From journalism and social media, to public relations, advertising and mass media, earning your BA in communication will allow you to strategize and communicate your ideas."
Alumni,"This page lists notable alumni and students of the
University of California, Berkeley
. Alumni who also served as faculty are listed in
bold
font, with degree and year."
Alumni,These famous Berkeley alumni earned their laurels by embodying the excellence of this preeminent university. Looking for famous Cal alumni? You’ll find fuel for bragging rights here.
Alumni,"UC Berkeley’s legacy is lived every day, in Berkeley and beyond, by exceptional Cal alumni of all stripes. The world should have known when Rube Goldberg received an engineering degree from Cal in 1904 that the creativity and curiosity of our graduates would become iconic. True to form, Berkeley alumni have followed our founders’ legacy by making breakthroughs in industry and leading social change—not to mention winning 183 Olympic medals and receiving 29 Nobel Prizes."
Alumni,"See a full list of UC Berkeley alumni Nobel Prize winners and faculty Nobel Laureates, including the 2020 Nobel Prize winners Jennifer Doudna (Chemistry) and Reinhard Genzel (Physics)."
Alumni,"The University of California - Berkeley is 9th in the world, 6th in North America, and 6th in the United States by aggregated alumni prominence. Below is the list of 100 notable alumni from the University of California - Berkeley sorted by their wiki pages popularity. The directory includes famous graduates and former students along with research and academic staff. 21 individuals affiliated with the University of California - Berkeley won Nobel Prizes in Physics, Chemistry, Physiology or Medicine, and Economics."
Alumni,"Chris Pine is an American actor. Pine made his feature film debut as Lord Devereaux in The Princess Diaries 2: Royal Engagement (2004). He is best known for his roles as James T. Kirk in the Star Trek reboot film series (2009–2016), Will Colson in Unstoppable (2010), Cinderella's Prince in Into the Woods (2014), Jack Ryan in Jack Ryan: Shadow Recruit (2014), Toby Howard in Hell or High Water (2016), Bernie Webber in The Finest Hours (2016), Steve Trevor in Wonder Woman (2017) and Wonder Woman 1984 (2020), Dr. Alexander Murry in A Wrinkle in Time (2018), and Robert the Bruce in Outlaw King (2018). Pine also voiced Jack Frost in Rise of the Guardians (2012)."
Alumni,"Aaron Charles Rodgers is an American football quarterback for the Green Bay Packers of the National Football League (NFL). Rodgers began his college football career at Butte College in 2002 before transferring to the University of California, Berkeley to play for the California Golden Bears, where he set several career passing records, including lowest single-season and career interception rates. He was selected in the first round of the 2005 NFL Draft by the Packers."
Alumni,"Stephen Gary Wozniak, also known by his nickname ""Woz"", is an American electronics engineer, computer programmer, inventor, philanthropist, and technology entrepreneur. In 1976, with business partner Steve Jobs, he co-founded Apple Inc., which later became the world's largest information technology company by revenue and the largest company in the world by market capitalization. Through his work at Apple in the 1970s and 1980s, he is widely recognized as one of the prominent pioneers of the personal-computer revolution."
Alumni,"Brenda Song is an American actress. Born in California, Song began her career at the age of six, working as a child model. She made her screen debut with a guest appearance on the sitcom Thunder Alley (1995), and went on to roles such as the children's television series Fudge (1995) and the Nickelodeon series 100 Deeds for Eddie McDowd (1999). Song starred in the Disney Channel original film The Ultimate Christmas Present (2000), which won her a Young Artist Award. She subsequently signed a contract with Disney Channel and earned widespread recognition for playing the titular character in the action film Wendy Wu: Homecoming Warrior (2006), and London Tipton in the comedy franchise The Suite Life (2005–2011), earning her acclaim and two Young Hollywood Awards. She additionally played the character of Tia on Phil of the Future (2004-2005), and had starring roles in the television films Get a Clue (2002) and the comedy film Stuck in the Suburbs (2004)."
Alumni,"Jean Paul Getty Sr. was an American-born British petroleum industrialist who founded the Getty Oil Company in 1942 and was the patriarch of the Getty family. A native of Minneapolis, he was the son of pioneer oilman George Getty. In 1957, Fortune magazine named him the richest living American, while the 1966 Guinness Book of Records named him as the world's richest private citizen, worth an estimated $1.2 billion (approximately $7.5 billion in 2020). At his death, he was worth more than $6 billion (approximately $22 billion in 2020). A book published in 1996 ranked him as the 67th richest American who ever lived, based on his wealth as a percentage of the concurrent gross national product."
Alumni,"Ashley Judd is an American actress and political activist. She grew up in a family of performing artists: she is the daughter of the late country music singer Naomi Judd and the half-sister of country music singer Wynonna Judd. Her acting career has spanned more than three decades, and she has also become increasingly involved in global humanitarian efforts and political activism."
Alumni,"Eldred Gregory Peck was an American actor and one of the most popular film stars from the 1940s to the 1960s. In 1999, the American Film Institute named Peck among 25 Greatest Male Stars of Classic Hollywood Cinema, ranking him at No. 12."
Alumni,"Alexandra Morgan Carrasco is an American professional soccer player for San Diego Wave FC of the National Women's Soccer League (NWSL), the highest division of women's professional soccer in the United States, and the United States women's national soccer team. She co-captained the United States women's national soccer team with Carli Lloyd and Megan Rapinoe from 2018 to 2020."
Alumni,"John Griffith London was an American novelist, journalist and social activist. A pioneer of commercial fiction and American magazines, he was one of the first American authors to become an international celebrity and earn a large fortune from writing. He was also an innovator in the genre that would later become known as science fiction."
Alumni,"Philip Kindred Dick was an American science fiction writer. He wrote 44 novels and about 121 short stories, most of which appeared in science fiction magazines during his lifetime. His fiction explored varied philosophical and social questions such as the nature of reality, perception, human nature, and identity, and commonly featured characters struggling against elements such as alternate realities, illusory environments, monopolistic corporations, drug abuse, authoritarian governments, and altered states of consciousness."
Alumni,"Patricia Campbell Hearst is an American author and actress, and granddaughter of American publishing magnate William Randolph Hearst. She first became known for the events following her 1974 kidnapping by the Symbionese Liberation Army. She was found and arrested 19 months after being abducted, by which time she was a fugitive wanted for serious crimes committed with members of the group. She was held in custody, and there was speculation before trial that her family's resources would enable her to avoid time in prison."
Alumni,"Marshawn Terrell Lynch is a former American football running back who played in the National Football League (NFL) for 12 seasons. Nicknamed ""Beast Mode"" for his powerful running style, he spent the majority of his career with the Seattle Seahawks. Lynch played college football at California, where he earned first-team All-American honors and became the school's second all-time career rusher. He was selected by the Buffalo Bills in the first round of the 2007 NFL Draft and played three full seasons before joining Seattle during the 2010 season."
Alumni,"Isiah Lord Thomas III is an American former professional basketball player, coach and executive who is an analyst for NBA TV. A point guard, the 12-time NBA All-Star was named one of the 50 Greatest Players in NBA History as well as the 75 Greatest Players, and inducted into the Naismith Memorial Basketball Hall of Fame. He played his entire professional career for the Detroit Pistons of the National Basketball Association (NBA)."
Alumni,"Jason Frederick Kidd is an American professional basketball coach and former player who is the head coach for the Dallas Mavericks of the National Basketball Association (NBA). Playing point guard in the NBA, Kidd was a 10-time NBA All-Star, a five-time All-NBA First Team member, and a nine-time NBA All-Defensive Team member. He won an NBA championship in 2011 as a member of the Dallas Mavericks and was a two-time gold medal winner in the Olympics with the U.S. national team in 2000 and 2008. He was inducted as a player into the Naismith Memorial Basketball Hall of Fame. In October 2021, Kidd was honored as one of the league's greatest players of all time by being named to the NBA 75th Anniversary Team."
Alumni,"Maya Lakshmi Harris is an American lawyer, public policy advocate, and writer. Harris was one of three senior policy advisors for Hillary Clinton's 2016 presidential campaign's policy agenda and she also served as chair of the 2020 presidential campaign of her sister, Kamala Harris."
Alumni,"Masayoshi Son is a Korean-Japanese billionaire technology entrepreneur, investor and philanthropist. A 3rd generation ""Zainichi Korean"", he naturalized as a Japanese citizen in 1990. He is the founder, chairman and chief executive officer (CEO) of the Japanese holding company SoftBank, CEO of SoftBank Mobile and chairman of UK-based Arm Holdings."
Alumni,"Sanaa McCoy Lathan is an American actress. As a voice actress, from 2009 to 2013, she voiced Donna Tubbs in The Cleveland Show and in all concurrent and subsequent Family Guy appearances. She has starred in many films including Blade (1998), The Best Man (1999), Love & Basketball (2000), Brown Sugar (2002), Alien vs. Predator (2004), The Family That Preys (2008), The Best Man Holiday (2013), and The Perfect Guy (2015)."
Alumni,"George Takei is an American actor, author, and activist. He is internationally known for his role as Hikaru Sulu, helmsman of the fictional starship USS Enterprise in the television series Star Trek and subsequent films."
Alumni,"Timothy Francis Leary was an American psychologist and writer known for his strong advocacy of psychedelic drugs. Evaluations of Leary are polarized, ranging from bold oracle to publicity hound. He was ""a hero of American consciousness"", according to Allen Ginsberg, and Tom Robbins called him a ""brave neuronaut""."
Alumni,"Edmund Gerald Brown Jr. is an American lawyer, author, and politician who served as the 34th and 39th governor of California from 1975 to 1983 and 2011 to 2019. A member of the Democratic Party, he was elected Secretary of State of California in the early 1970s; Brown later served as Mayor of Oakland from 1999 to 2007 and Attorney General of California from 2007 to 2011. He was both the oldest and sixth-youngest governor of California due to the 28-year gap between his second and third terms. Upon completing his fourth term in office, Brown became the third longest-serving governor in U.S. history, serving 16 years and 5 days in office."
Alumni,"Yahya Abdul-Mateen II is an American actor. He portrayed David Kane, the Black Manta in the DC Extended Universe Aquaman films and Bobby Seale in the Netflix historical legal drama The Trial of the Chicago 7. For his portrayal of Cal Abar in the HBO limited series Watchmen, he won a Primetime Emmy Award for Outstanding Supporting Actor in a Limited Series or Movie. He also starred in an episode of The Handmaid's Tale and Black Mirror."
Alumni,"Robert Strange McNamara was an American business executive and the eighth United States Secretary of Defense, serving from 1961 to 1968 under Presidents John F. Kennedy and Lyndon B. Johnson. He played a major role in escalating the United States' involvement in the Vietnam War. McNamara was responsible for the institution of systems analysis in public policy, which developed into the discipline known today as policy analysis."
Alumni,"Susanna Lee Hoffs is an American singer-songwriter. She is best known as a co-founder of the Bangles. Hoffs founded the Bangles in 1981 with Debbi and Vicki Peterson. They released their first full length album All Over the Place on Columbia Records in 1984. Hoffs started a solo career after the Bangles disbanded in 1989. She released her first solo album, When You're a Boy, in 1991. She later formed the faux British 1960s band Ming Tea with Mike Myers and Matthew Sweet. Hoffs has also appeared in a supporting role in several movies."
Alumni,"Walter Stacy Keach Jr. is an American actor and narrator. He has played mainly dramatic roles throughout his career, often in law enforcement or as a private detective. His most prominent role was as Mickey Spillane's fictional detective Mike Hammer, which he played in numerous stand-alone television films and at least three television series throughout the 1980s and 1990s. The role earned him a Golden Globe Award nomination in 1984."
Alumni,"Gloria Frances Stuart was an American actress, visual artist, and activist. She was known for her roles in Pre-Code films, and garnered renewed fame late in life for her portrayal of Rose Dawson Calvert in James Cameron's epic romance Titanic (1997), the highest-grossing film of all time at the time. Her performance in the film won her a Screen Actors Guild Award and earned her nominations for the Academy Award for Best Supporting Actress and the Golden Globe Award for Best Supporting Actress – Motion Picture."
Alumni,"Francisco Ignacio Madero González was a Mexican businessman, revolutionary, writer and statesman, who became the 37th president of Mexico from 1911 until he was deposed in a right wing coup d'etat in February 1913, and assassinated. He was a member of a wealthy landowning family in the northern state of Coahuila. Despite his wealth, he was an advocate for social justice and democracy. Madero was notable for challenging long-time President Porfirio Díaz for the presidency in 1910 and being instrumental in sparking the Mexican Revolution. Following his being jailed before fraudulent elections in the summer of 1910, he called for the violent overthrow of Díaz as a last resort in his 1910 Plan of San Luis Potosí. Histories of Mexico date the outbreak of the Mexican Revolution to this plan."
Alumni,"Ai Weiwei is a Chinese contemporary artist, documentarian, and activist. Ai grew up in the far northwest of China, where he lived under harsh conditions due to his father's exile. As an activist, he has been openly critical of the Chinese Government's stance on democracy and human rights. He investigated government corruption and cover-ups, in particular the Sichuan schools corruption scandal following the collapse of ""tofu-dreg schools"" in the 2008 Sichuan earthquake. In 2011, Ai Weiwei was arrested at Beijing Capital International Airport on 3 April, for ""economic crimes"". He was detained for 81 days without charge. Ai Weiwei emerged as a vital instigator in Chinese cultural development, an architect of Chinese modernism, and one of the nation's most vocal political commentators."
Alumni,"Michio Kaku is an American theoretical physicist, futurist, and popularizer of science (science communicator). He is a professor of theoretical physics in the City College of New York and CUNY Graduate Center. Kaku is the author of several books about physics and related topics and has made frequent appearances on radio, television, and film. He is also a regular contributor to his own blog, as well as other popular media outlets. For his efforts to bridge science and science fiction, he is a 2021 Sir Arthur Clarke Lifetime Achievement Awardee."
Alumni,"Octavio Paz Lozano was a Mexican poet and diplomat. For his body of work, he was awarded the 1977 Jerusalem Prize, the 1981 Miguel de Cervantes Prize, the 1982 Neustadt International Prize for Literature, and the 1990 Nobel Prize in Literature."
Alumni,"Terence Kemp McKenna was an American ethnobotanist and mystic who advocated for the responsible use of naturally occurring psychedelic plants. He spoke and wrote about a variety of subjects, including psychedelic drugs, plant-based entheogens, shamanism, metaphysics, alchemy, language, philosophy, culture, technology, environmentalism, and the theoretical origins of human consciousness. He was called the ""Timothy Leary of the '90s"", ""one of the leading authorities on the ontological foundations of shamanism"", and the ""intellectual voice of rave culture""."
Alumni,"Joan Didion was an American writer. Her career began in the 1950s after she won an essay contest sponsored by Vogue magazine. Her writing during the 1960s through the late 1970s engaged audiences in the realities of the counterculture of the 1960s and the Hollywood lifestyle. Her political writing often concentrated on the subtext of political and social rhetoric. In 1991, she wrote the earliest mainstream media article to suggest the Central Park Five had been wrongfully convicted. In 2005, she won the National Book Award for Nonfiction and was a finalist for both the National Book Critics Circle Award and the Pulitzer Prize for The Year of Magical Thinking. She later adapted the book into a play, which premiered on Broadway in 2007. In 2013, she was awarded the National Medal of Arts by President Barack Obama. Didion was profiled in the Netflix documentary The Center Will Not Hold, directed by her nephew Griffin Dunne, in 2017."
Alumni,"Nnamdi Asomugha is an American actor, producer and former football cornerback. He played college football for the University of California, Berkeley, and was drafted in the first round of the 2003 NFL Draft by the Oakland Raiders. He also played for the Philadelphia Eagles and San Francisco 49ers. For many years he was considered one of the best shutdown corners in the NFL. In his 11-year career, he was voted All-Pro four times, including two times to the first team. Asomugha was selected as a member of Fox Sports's NFL All-Decade Team 2000-2009 and USA Today's NFL All-Decade Team 2000s, and is considered one of the greatest Oakland Raiders of all time."
Alumni,"Daniel Kahneman is an Israeli-American psychologist and economist notable for his work on the psychology of judgment and decision-making, as well as behavioral economics, for which he was awarded the 2002 Nobel Memorial Prize in Economic Sciences (shared with Vernon L. Smith). His empirical findings challenge the assumption of human rationality prevailing in modern economic theory."
Alumni,"Susan Sontag was an American writer, filmmaker, philosopher, teacher, and political activist. She mostly wrote essays, but also published novels; she published her first major work, the essay ""Notes on 'Camp'"", in 1964. Her best-known works include the critical works Against Interpretation (1966), Styles of Radical Will (1968), On Photography (1977), and Illness as Metaphor (1978), as well as the fictional works The Way We Live Now (1986), The Volcano Lover (1992), and In America (1999)."
Alumni,"Gregory John Gutfeld is an American television host, political commentator, comedian, and author. He is the host of the late-night comedy talk show Gutfeld!, and hosted a Saturday night edition of Gutfeld! called The Greg Gutfeld Show from May 2015 until March 2021, when it was announced the show would transition to weeknights. Gutfeld is also one of five co-hosts and panelists on the political talk show The Five. Both of his shows air on the Fox News Channel. From 2007 to 2015, Gutfeld hosted the 3AM series Red Eye, a late-night talk show that also aired on the Fox News Channel."
Alumni,"Will Yun Lee is an American actor and martial artist. He is best known for his roles as Danny Woo in the supernatural drama Witchblade and Jae Kim in the sci-fi series Bionic Woman. He has also appeared in the films Die Another Day (2002), Elektra (2005) and The Wolverine (2013). He had a recurring role as Sang Min in Hawaii Five-0, plays the original body of series protagonist Takeshi Kovacs in Altered Carbon, plays Marvelous Man in the Guardians of Justice (2022) and voiced Wei Shen in the game Sleeping Dogs (2012). As of 2019, he is appearing on the ABC medical drama The Good Doctor playing Dr. Alex Park."
Alumni,"Mona Simpson is an American novelist. She has written six novels and studied English at the University of California, Berkeley and Languages and Literature at Columbia University. She won a Whiting Award for her first novel, Anywhere but Here (1986). It was a popular success and adapted as a film by the same name, released in 1999. She wrote a sequel, The Lost Father (1992). Critical recognition has included the Chicago Tribune Heartland Prize and making the shortlist for the PEN/Faulkner Award for her novel Off Keck Road (2000). Simpson is the younger sister of the late Apple co-founder Steve Jobs. Simpson was born after her parents had married and did not meet Jobs, who was placed for adoption after he was born, until she was 25 years old."
Alumni,"Ronald Eugene Rivera, nicknamed ""Riverboat Ron"", is an American football head coach for the Washington Commanders of the National Football League (NFL). Prior to becoming a coach, Rivera attended the University of California, Berkeley in the early 1980s, where he played college football for the Golden Bears and was recognized as an All-American linebacker. Following graduation, he was drafted by the Chicago Bears in the second round of the 1984 NFL Draft and played for the team for his entire nine-year professional career, including as a part of the 1985 team that won Super Bowl XX."
Alumni,"Jaylen Marselles Brown is an American professional basketball player for the Boston Celtics of the National Basketball Association (NBA). He played one year of college basketball for the California Golden Bears, being named first-team all-conference and Freshman of the Year in the Pac-12 Conference. Declaring for the 2016 NBA draft after that season, he was selected by the Celtics with the third overall pick. As a professional, he has split his time between shooting guard and small forward. He was selected as an NBA All-Star in 2021 for the first time."
Alumni,"Kary Banks Mullis was an American biochemist. In recognition of his role in the invention of the polymerase chain reaction (PCR) technique, he shared the 1993 Nobel Prize in Chemistry with Michael Smith and was awarded the Japan Prize in the same year. PCR became a central technique in biochemistry and molecular biology, described by The New York Times as ""highly original and significant, virtually dividing biology into the two epochs of before PCR and after PCR."" Mullis attracted controversy for downplaying humans' role in climate change and for expressing doubts that HIV is the sole cause of AIDS."
Alumni,"Earl Warren was an American lawyer, politician, and jurist who served as the 14th Chief Justice of the United States from 1953 to 1969. The Warren Court presided over a major shift in American constitutional jurisprudence, which has been recognized by many as a ""Constitutional Revolution"" in the liberal direction, with Warren writing the majority opinions in landmark cases such as Brown v. Board of Education (1954), Reynolds v. Sims (1964), Miranda v. Arizona (1966) and Loving v. Virginia (1967). Warren also led the Warren Commission, a presidential commission that investigated the 1963 assassination of President John F. Kennedy. Warren also served as Governor of California from 1943 to 1953, and is the last chief justice to have served in an elected office before nomination to the Supreme Court. Warren is generally considered to be one of the most influential Supreme Court justices and political leaders in the history of the United States."
Alumni,"Katherine Whitton Baker is an American actress. Baker began her career in theater and made her screen debut in the 1983 drama film The Right Stuff. She received the National Society of Film Critics Award for Best Supporting Actress and an Independent Spirit Award nomination for her performance in Street Smart (1987). Baker also has appeared in over 50 films, including Jacknife (1989), Edward Scissorhands (1990), The Cider House Rules (1999), Cold Mountain (2003), Nine Lives (2005), The Jane Austen Book Club (2007), Last Chance Harvey (2008), Take Shelter (2011), Saving Mr. Banks (2013), and The Age of Adaline (2015)."
Alumni,"Jerome Michael Adams is an American anesthesiologist and a former vice admiral in the U.S. Public Health Service Commissioned Corps who served as the 20th surgeon general of the United States from September 5, 2017 until January 20, 2021. Prior to becoming Surgeon General, he served as the Indiana state health commissioner, from 2014 to 2017. On June 29, 2017, President Donald Trump nominated Adams to become Surgeon General of the United States. Adams was confirmed by the United States Senate on August 3, 2017."
Alumni,"Jayaprakash Narayan, popularly referred to as JP or Lok Nayak (Hindi for ""People's leader""), was an Indian independence activist, theorist, socialist and political leader. He is remembered for leading the mid-1970s opposition against Prime Minister Indira Gandhi, for whose overthrow he had called for a ""total revolution"". His biography, Jayaprakash, was written by his nationalist friend and the writer of Hindi literature, Rambriksh Benipuri. In 1999, he was posthumously awarded the Bharat Ratna, India's highest civilian award, in recognition of his social service. Other awards include the Magsaysay award for Public Service in 1965."
Alumni,"Wyatt Emory Cooper was an American author, screenwriter, and actor. He was the fourth husband of Vanderbilt heiress and socialite Gloria Vanderbilt and the father of CNN anchor Anderson Cooper. As an actor, he was usually billed as Wyatt Cooper."
Alumni,"Thomas Anderson is an American technology entrepreneur and co-founder of the social networking website Myspace, which he founded in 2003 with Chris DeWolfe. He was later president of Myspace and a strategic adviser for the company. Anderson is popularly known as ""Tom from Myspace"", ""Myspace Tom"" or ""My friend, Tom"" because he would automatically be assigned as the first ""friend"" of new Myspace users upon the creation of their profiles."
Alumni,"Adam Fredric Duritz is an American musician, songwriter, record producer, and film producer. He is known as the frontman for the rock band Counting Crows, of which he is a founding member and principal composer. Since its founding in 1991, Counting Crows has sold over 20 million records, released seven studio albums that have been certified gold or platinum, and been nominated for two Grammy Awards and an Academy Award."
Alumni,"Betty Friedan was an American feminist writer and activist. A leading figure in the women's movement in the United States, her 1963 book The Feminine Mystique is often credited with sparking the second wave of American feminism in the 20th century. In 1966, Friedan co-founded and was elected the first president of the National Organization for Women (NOW), which aimed to bring women ""into the mainstream of American society now fully equal partnership with men""."
Alumni,"Kenneth Lane Thompson is an American pioneer of computer science. Thompson worked at Bell Labs for most of his career where he designed and implemented the original Unix operating system. He also invented the B programming language, the direct predecessor to the C programming language, and was one of the creators and early developers of the Plan 9 operating system. Since 2006, Thompson has worked at Google, where he co-developed the Go programming language."
Alumni,"William Thomas Kinkade III was an American painter of popular realistic, pastoral, and idyllic subjects. He is notable for achieving success during his lifetime with the mass marketing of his work as printed reproductions and other licensed products by means of the Thomas Kinkade Company. According to Kinkade's company, one in every twenty American homes owned a copy of one of his paintings."
Alumni,"Andrew Yan-Tak Ng is a British-born American computer scientist and technology entrepreneur focusing on machine learning and AI. Ng was a co-founder and head of Google Brain and was the former chief scientist at Baidu, building the company's Artificial Intelligence Group into a team of several thousand people."
Alumni,"Prince Friso of Orange-Nassau was the younger brother of King Willem-Alexander of the Netherlands. Prince Friso was a member of the Dutch Royal Family, but because of his marriage without an Act of Consent in 2004, he lost his membership of the Dutch Royal House and was no longer in the line of succession to the throne."
Alumni,"Jennifer Mulhern Granholm is a Canadian-American politician, lawyer, educator, author, and political commentator serving as the 16th United States Secretary of Energy since 2021. A member of the Democratic Party, she previously served as the 47th governor of Michigan from 2003 to 2011, and as the attorney general of Michigan from 1999 to 2003, as the first woman to hold both offices."
Alumni,"Lynn Margulis was an American evolutionary theorist, biologist, science author, educator, and science popularizer, and was the primary modern proponent for the significance of symbiosis in evolution. Historian Jan Sapp has said that ""Lynn Margulis's name is as synonymous with symbiosis as Charles Darwin's is with evolution."" In particular, Margulis transformed and fundamentally framed current understanding of the evolution of cells with nuclei – an event Ernst Mayr called ""perhaps the most important and dramatic event in the history of life"" – by proposing it to have been the result of symbiotic mergers of bacteria. Margulis was also the co-developer of the Gaia hypothesis with the British chemist James Lovelock, proposing that the Earth functions as a single self-regulating system, and was the principal defender and promulgator of the five kingdom classification of Robert Whittaker."
Alumni,"Melissa Franklin Johnson is an American former competition swimmer and five-time Olympic gold medalist. She formerly held the world record in the 200-meter backstroke (long course). As a member of the U.S. national swim team, she also held the world records in the 4×100-meter medley relay (short course and long course)."
Alumni,"Scott Raymond Adams is an American author and cartoonist. He is the creator of the Dilbert comic strip and the author of several nonfiction works of satire, commentary, and business. Dilbert came to national prominence during the downsizing period in 1990s America and reached a worldwide audience. Adams worked in various business roles before he became a full-time cartoonist in 1995. He writes in a satirical, often sarcastic way about the social and psychological landscape of white-collar workers in modern corporations."
Alumni,"Teressa Claire MacNeille is an American voice actress, whose credits include voicing Dot Warner on the animated television series Animaniacs, Babs Bunny on Tiny Toon Adventures, Chip and Daisy Duck in Disney media since 1989 and 1999, respectively. She has also worked on animated series such as The Simpsons, Futurama, and Rugrats."
Alumni,"Brianna Marie Keilar is an Australian-born American political commentator and journalist who is the co-anchor of New Day with John Berman on CNN. She previously worked as a White House correspondent, senior political correspondent, Congressional correspondent and general assignment correspondent for CNN in Washington. Prior to that, Keilar worked at CNN Newsource as a national correspondent, also in Washington. Before joining New Day, She was the host of CNN Right Now with Brianna Keilar."
Alumni,"Jennifer Anne Doudna is an American biochemist who has done pioneering work in CRISPR gene editing, and made other fundamental contributions in biochemistry and genetics. She received the 2020 Nobel Prize in Chemistry, with Emmanuelle Charpentier, ""for the development of a method for genome editing."" She is the Li Ka Shing Chancellor's Chair Professor in the Department of Chemistry and the Department of Molecular and Cell Biology at the University of California, Berkeley. She has been an investigator with the Howard Hughes Medical Institute since 1997."
Alumni,"Charles Richard Moll is an American actor. He is perhaps best known for playing the role of Aristotle Nostradamus ""Bull"" Shannon, the bailiff on the NBC sitcom Night Court from 1984 to 1992. He has also done extensive work as a voice actor, typically using his deep voice to portray villainous characters in animation and video games, most notably the voice of Two-Face in Batman: The Animated Series and Batman: The Brave and the Bold."
Alumni,"Stephan Douglas Jenkins is an American singer-songwriter, guitarist, and the lead singer of the alternative rock band Third Eye Blind. Jenkins began his musical career in 1992 as part of the short-lived rap duo Puck and Natty, alongside Detroit rapper Herman Anthony Chunn. Following the breakup of the duo, Jenkins and guitarist Kevin Cadogan formed Third Eye Blind in 1993. The band released their eponymous debut studio album in 1997, which went multi-platinum in the United States. Since then, they have released five more albums: Blue (1999), Out of the Vein (2003), Ursa Major (2009), Dopamine (2015), and Screamer (2019). As part of Third Eye Blind, Jenkins has received one Billboard Music Award and eight California Music Awards."
Alumni,"Michael Alan Weiner, known by his professional name Michael Savage, is an American conservative author, political commentator, activist, and former radio host. Savage is best known as the host of The Savage Nation, a nationally syndicated talk show that aired on Talk Radio Network across the United States until 2021, and in 2009 was the second most listened-to radio talk show in the country with an audience of over 20 million listeners on 400 stations across the United States. From October 23, 2012, to January 1, 2021, Michael Savage had been syndicated by Cumulus Media and Westwood One. He holds master's degrees from the University of Hawaii in medical botany and medical anthropology, and a Ph.D. from the University of California, Berkeley in nutritional ethnomedicine. As Michael Weiner, he has written books on nutrition, herbal medicine, and homeopathy; as Michael Savage, he has written several political books that have reached The New York Times Best Seller list."
